"","ID","diver","buddy","meters_surveyed","site_code","location_name","latitude","longitude","day","month","year","depth","code","scientific_name","total","juveniles_1_to_4_cm","isolate_1_to_4_cm","X5_to_10_cm","X11_to_20_cm","X21_to_40_cm","X41_to_80_cm","over_80_cm","X0_recent_total_mortality","predation_bites","X","total_small","total_lg","adult","date","event","time_point","survey"
"815",NA,"Viviana Bravo","",NA,"","Curlew Patch",NA,NA,23,5,"2022","","srad","Siderastrea radians",4,2,0,2,0,0,0,0,"",NA,"",2,0,2,2022-05-23,"Curlew Patch_May2022","May2022","May2022"
"816",NA,"Viviana Bravo","",NA,"","SR30N",NA,NA,24,5,"2022","","aaga","Agaricia agaricites",26,1,0,13,9,3,0,0,"",NA,"",25,0,25,2022-05-24,"SR30N_May2022","May2022","May2022"
"817",NA,"Viviana Bravo","",NA,"","SR30N",NA,NA,24,5,"2022","","aten","Agaricia tenuifolia",14,0,0,2,3,3,6,0,"",NA,"",8,6,14,2022-05-24,"SR30N_May2022","May2022","May2022"
"818",NA,"Viviana Bravo","",NA,"","SR30N",NA,NA,24,5,"2022","","dsto","Dichocoenia stokesii",2,0,0,1,1,0,0,0,"",NA,"",2,0,2,2022-05-24,"SR30N_May2022","May2022","May2022"
"819",NA,"Viviana Bravo","",NA,"","SR30N",NA,NA,24,5,"2022","","pcli","Pseudodiploria clivosa",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2022-05-24,"SR30N_May2022","May2022","May2022"
"820",NA,"Viviana Bravo","",NA,"","SR30N",NA,NA,24,5,"2022","","pstr","Pseudodiploria strigosa",1,0,0,0,1,0,0,0,"",NA,"",1,0,1,2022-05-24,"SR30N_May2022","May2022","May2022"
"821",NA,"Viviana Bravo","",NA,"","SR30N",NA,NA,24,5,"2022","","dlab","Pseudodiploria strigosa",6,0,1,2,1,1,1,0,"",NA,"",5,1,6,2022-05-24,"SR30N_May2022","May2022","May2022"
"822",NA,"Viviana Bravo","",NA,"","SR30N",NA,NA,24,5,"2022","","orbi","Orbicella spp.",6,0,0,0,2,3,1,0,"",NA,"",5,1,6,2022-05-24,"SR30N_May2022","May2022","May2022"
"823",NA,"Viviana Bravo","",NA,"","SR30N",NA,NA,24,5,"2022","","mcav","Montastraea cavernosa",3,0,0,0,2,1,0,0,"",NA,"",3,0,3,2022-05-24,"SR30N_May2022","May2022","May2022"
"824",NA,"Viviana Bravo","",NA,"","SR30N",NA,NA,24,5,"2022","","past","Porites astreoides",21,0,0,13,5,3,0,0,"",NA,"",21,0,21,2022-05-24,"SR30N_May2022","May2022","May2022"
"825",NA,"Viviana Bravo","",NA,"","SR30N",NA,NA,24,5,"2022","","ppor","Porites porites",10,0,0,4,4,2,0,0,"",NA,"",10,0,10,2022-05-24,"SR30N_May2022","May2022","May2022"
"826",NA,"Viviana Bravo","",NA,"","SR30N",NA,NA,24,5,"2022","","ssid","Siderastrea siderea",16,1,2,1,4,7,1,0,"",NA,"",14,1,15,2022-05-24,"SR30N_May2022","May2022","May2022"
"827",NA,"Viviana Bravo","",NA,"","SR30N",NA,NA,24,5,"2022","","irig","Isophyllia rigida",1,0,0,0,1,0,0,0,"",NA,"",1,0,1,2022-05-24,"SR30N_May2022","May2022","May2022"
"828",NA,"Leah Harper added in QA","",NA,"","SR30N",NA,NA,24,5,"2022","","cnat","Colpophyllia natans",1,0,0,0,0,0,0,1,"",NA,"",0,1,1,2022-05-24,"SR30N_May2022","May2022","May2022"
"829",NA,"SS","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","aaga","Agaricia agaricites",14,1,0,7,5,1,0,0,"",NA,"",13,0,13,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"830",NA,"SS","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","aten","Agaricia tenuifolia",37,0,1,12,13,7,3,1,"",NA,"",33,4,37,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"831",NA,"SS","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","dlab","Diploria labyrinthiformis",1,0,0,0,0,0,1,0,"",NA,"",0,1,1,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"832",NA,"SS","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","mcav","Montastraea cavernosa",3,0,0,1,0,1,1,0,"",NA,"",2,1,3,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"833",NA,"SS","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","orbi","Orbicella spp.",3,0,0,0,2,1,0,0,"",NA,"",3,0,3,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"834",NA,"SS","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","past","Porites astreoides",13,0,0,8,5,0,0,0,"",NA,"",13,0,13,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"835",NA,"SS","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","ppor","Porites porites",16,0,0,7,7,2,0,0,"",NA,"",16,0,16,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"836",NA,"SS","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","ssid","Siderastrea siderea",11,0,0,2,1,5,3,0,"",NA,"",8,3,11,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"837",NA,"SS","",NA,"","CBC30N",NA,NA,4,12,"2022","","aaga","Agaricia agaricites",33,0,1,16,12,4,0,0,"",NA,"",33,0,33,2022-12-04,"CBC30N_Dec2022","Dec2022","Dec2022"
"838",NA,"SS","",NA,"","CBC30N",NA,NA,4,12,"2022","","aten","Agaricia tenuifolia",16,0,0,0,6,8,1,1,"",NA,"",14,2,16,2022-12-04,"CBC30N_Dec2022","Dec2022","Dec2022"
"839",NA,"SS","",NA,"","CBC30N",NA,NA,4,12,"2022","","mcav","Montastraea cavernosa",2,0,0,0,2,0,0,0,"",NA,"",2,0,2,2022-12-04,"CBC30N_Dec2022","Dec2022","Dec2022"
"840",NA,"SS","",NA,"","CBC30N",NA,NA,4,12,"2022","","orbi","Orbicella spp.",1,0,0,0,0,0,1,0,"",NA,"",0,1,1,2022-12-04,"CBC30N_Dec2022","Dec2022","Dec2022"
"841",NA,"SS","",NA,"","CBC30N",NA,NA,4,12,"2022","","orbi","Orbicella spp.",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2022-12-04,"CBC30N_Dec2022","Dec2022","Dec2022"
"842",NA,"SS","",NA,"","CBC30N",NA,NA,4,12,"2022","","orbi","Orbicella spp.",5,0,0,1,2,0,2,0,"",NA,"",3,2,5,2022-12-04,"CBC30N_Dec2022","Dec2022","Dec2022"
"843",NA,"SS","",NA,"","CBC30N",NA,NA,4,12,"2022","","past","Porites astreoides",57,0,3,9,30,14,1,0,"",NA,"",56,1,57,2022-12-04,"CBC30N_Dec2022","Dec2022","Dec2022"
"844",NA,"SS","",NA,"","CBC30N",NA,NA,4,12,"2022","","ppor","Porites porites",12,0,2,3,4,3,0,0,"",NA,"",12,0,12,2022-12-04,"CBC30N_Dec2022","Dec2022","Dec2022"
"845",NA,"SS","",NA,"","CBC30N",NA,NA,4,12,"2022","","ssid","Siderastrea siderea",34,1,10,2,9,9,3,0,"",NA,"",30,3,33,2022-12-04,"CBC30N_Dec2022","Dec2022","Dec2022"
"846",NA,"SS","",NA,"","CBC30N",NA,NA,4,12,"2022","","srad","Siderastrea radians",5,0,0,0,3,2,0,0,"",NA,"",5,0,5,2022-12-04,"CBC30N_Dec2022","Dec2022","Dec2022"
"847",NA,"SS","",NA,"","CBC30N",NA,NA,4,12,"2022","","sint","Stephanocoenia intersepta",5,0,2,2,0,1,0,0,"",NA,"",5,0,5,2022-12-04,"CBC30N_Dec2022","Dec2022","Dec2022"
"848",NA,"SS","",NA,"","SR30N",NA,NA,5,12,"2022","","aaga","Agaricia agaricites",32,0,0,25,7,0,0,0,"",NA,"",32,0,32,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"849",NA,"SS","",NA,"","SR30N",NA,NA,5,12,"2022","","aten","Agaricia tenuifolia",24,0,1,14,5,3,0,1,"",NA,"",23,1,24,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"850",NA,"SS","",NA,"","SR30N",NA,NA,5,12,"2022","","dsto","Dichocoenia stokesii",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"851",NA,"SS","",NA,"","SR30N",NA,NA,5,12,"2022","","mcav","Montastraea cavernosa",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"852",NA,"SS","",NA,"","SR30N",NA,NA,5,12,"2022","","orbi","Orbicella spp.",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"853",NA,"SS","",NA,"","SR30N",NA,NA,5,12,"2022","","orbi","Orbicella spp.",9,0,0,4,3,1,1,0,"",NA,"",8,1,9,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"854",NA,"SS","",NA,"","SR30N",NA,NA,5,12,"2022","","past","Porites astreoides",22,2,1,7,9,3,0,0,"",NA,"",20,0,20,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"855",NA,"SS","",NA,"","SR30N",NA,NA,5,12,"2022","","ppor","Porites porites",33,1,8,19,4,1,0,0,"",NA,"",32,0,32,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"856",NA,"SS","",NA,"","SR30N",NA,NA,5,12,"2022","","ssid","Siderastrea siderea",15,1,3,6,2,1,2,0,"",NA,"",12,2,14,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"857",NA,"SS","",NA,"","SR30N",NA,NA,5,12,"2022","","sint","Stephanocoenia intersepta",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"858",NA,"SS","",NA,"","SR30N",NA,NA,5,12,"2022","","pcli","Pseudodiploria clivosa",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"859",NA,"SS","",NA,"","SR30N",NA,NA,5,12,"2022","","pstr","Pseudodiploria strigosa",3,0,0,3,0,0,0,0,"",NA,"",3,0,3,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"860",NA,"SS","",NA,"","South Reef Central",NA,NA,5,12,"2022","","aaga","Agaricia agaricites",47,0,7,18,17,5,0,0,"",NA,"",47,0,47,2022-12-05,"South Reef Central_Dec2022","Dec2022","Dec2022"
"861",NA,"SS","",NA,"","South Reef Central",NA,NA,5,12,"2022","","aten","Agaricia tenuifolia",12,0,0,1,8,1,1,1,"",NA,"",10,2,12,2022-12-05,"South Reef Central_Dec2022","Dec2022","Dec2022"
"862",NA,"SS","",NA,"","South Reef Central",NA,NA,5,12,"2022","","orbi","Orbicella spp.",4,1,0,1,2,0,0,0,"",NA,"",3,0,3,2022-12-05,"South Reef Central_Dec2022","Dec2022","Dec2022"
"863",NA,"SS","",NA,"","South Reef Central",NA,NA,5,12,"2022","","past","Porites astreoides",42,3,2,14,20,3,0,0,"",NA,"",39,0,39,2022-12-05,"South Reef Central_Dec2022","Dec2022","Dec2022"
"864",NA,"SS","",NA,"","South Reef Central",NA,NA,5,12,"2022","","ppor","Porites porites",31,0,7,14,8,2,0,0,"",NA,"",31,0,31,2022-12-05,"South Reef Central_Dec2022","Dec2022","Dec2022"
"865",NA,"SS","",NA,"","South Reef Central",NA,NA,5,12,"2022","","ssid","Siderastrea siderea",18,0,4,6,5,2,0,1,"",NA,"",17,1,18,2022-12-05,"South Reef Central_Dec2022","Dec2022","Dec2022"
"866",NA,"SGW","",NA,"","CBC Lagoon",NA,NA,1,12,"2022","","aaga","Agaricia agaricites",25,1,2,9,11,2,0,0,"",NA,"",24,0,24,2022-12-01,"CBC Lagoon_Dec2022","Dec2022","Dec2022"
"867",NA,"SGW","",NA,"","CBC Lagoon",NA,NA,1,12,"2022","","aten","Agaricia tenuifolia",117,3,1,23,34,30,20,6,"",NA,"",88,26,114,2022-12-01,"CBC Lagoon_Dec2022","Dec2022","Dec2022"
"868",NA,"SGW","",NA,"","CBC Lagoon",NA,NA,1,12,"2022","","hcuc","Helioseris cucullata",2,0,0,0,1,1,0,0,"",NA,"",2,0,2,2022-12-01,"CBC Lagoon_Dec2022","Dec2022","Dec2022"
"869",NA,"SGW","",NA,"","CBC Lagoon",NA,NA,1,12,"2022","","mcav","Montastraea cavernosa",2,0,0,0,1,1,0,0,"",NA,"",2,0,2,2022-12-01,"CBC Lagoon_Dec2022","Dec2022","Dec2022"
"870",NA,"SGW","",NA,"","CBC Lagoon",NA,NA,1,12,"2022","","orbi","Orbicella spp.",6,0,0,0,2,4,0,0,"",NA,"",6,0,6,2022-12-01,"CBC Lagoon_Dec2022","Dec2022","Dec2022"
"871",NA,"SGW","",NA,"","CBC Lagoon",NA,NA,1,12,"2022","","past","Porites astreoides",49,0,0,20,26,3,0,0,"",NA,"",49,0,49,2022-12-01,"CBC Lagoon_Dec2022","Dec2022","Dec2022"
"872",NA,"SGW","",NA,"","CBC Lagoon",NA,NA,1,12,"2022","","ppor","Porites porites",16,1,2,2,5,6,0,0,"",NA,"",15,0,15,2022-12-01,"CBC Lagoon_Dec2022","Dec2022","Dec2022"
"873",NA,"SGW","",NA,"","CBC Lagoon",NA,NA,1,12,"2022","","ssid","Siderastrea siderea",12,0,0,0,5,5,2,0,"",NA,"",10,2,12,2022-12-01,"CBC Lagoon_Dec2022","Dec2022","Dec2022"
"874",NA,"SGW","",NA,"","CBC Lagoon",NA,NA,1,12,"2022","","sint","Stephanocoenia intersepta",1,1,0,0,0,0,0,0,"",NA,"",0,0,0,2022-12-01,"CBC Lagoon_Dec2022","Dec2022","Dec2022"
"875",NA,"SGW","",NA,"","CBC Lagoon",NA,NA,1,12,"2022","","pstr","Pseudodiploria strigosa",2,0,0,0,2,0,0,0,"",NA,"",2,0,2,2022-12-01,"CBC Lagoon_Dec2022","Dec2022","Dec2022"
"876",NA,"SGW","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","aaga","Agaricia agaricites",36,4,2,17,11,2,0,0,"",NA,"",32,0,32,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"877",NA,"SGW","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","aten","Agaricia tenuifolia",29,0,1,9,10,7,2,0,"",NA,"",27,2,29,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"878",NA,"SGW","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","orbi","Orbicella spp.",4,0,0,0,2,1,1,0,"",NA,"",3,1,4,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"879",NA,"SGW","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","orbi","Orbicella spp.",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"880",NA,"SGW","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","past","Porites astreoides",23,1,1,16,4,1,0,0,"",NA,"",22,0,22,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"881",NA,"SGW","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","ppor","Porites porites",23,0,4,14,5,0,0,0,"",NA,"",23,0,23,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"882",NA,"SGW","",NA,"","Curlew Patch",NA,NA,2,12,"2022","","ssid","Siderastrea siderea",17,1,0,0,7,7,2,0,"",NA,"",14,2,16,2022-12-02,"Curlew Patch_Dec2022","Dec2022","Dec2022"
"883",NA,"SGW","",NA,"","SR30N",NA,NA,5,12,"2022","","aaga","Agaricia agaricites",31,0,0,11,14,5,1,0,"",NA,"",30,1,31,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"884",NA,"SGW","",NA,"","SR30N",NA,NA,5,12,"2022","","aten","Agaricia tenuifolia",7,0,0,0,1,4,2,0,"",NA,"",5,2,7,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"885",NA,"SGW","",NA,"","SR30N",NA,NA,5,12,"2022","","mdec","Madracis decactis",1,0,0,0,1,0,0,0,"",NA,"",1,0,1,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"886",NA,"SGW","",NA,"","SR30N",NA,NA,5,12,"2022","","mcav","Montastraea cavernosa",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"887",NA,"SGW","",NA,"","SR30N",NA,NA,5,12,"2022","","orbi","Orbicella spp.",1,0,0,0,0,0,1,0,"",NA,"",0,1,1,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"888",NA,"SGW","",NA,"","SR30N",NA,NA,5,12,"2022","","past","Porites astreoides",17,0,0,4,8,5,0,0,"",NA,"",17,0,17,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"889",NA,"SGW","",NA,"","SR30N",NA,NA,5,12,"2022","","ppor","Porites porites",11,0,0,5,5,1,0,0,"",NA,"",11,0,11,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"890",NA,"SGW","",NA,"","SR30N",NA,NA,5,12,"2022","","ssid","Siderastrea siderea",6,1,1,2,0,2,0,0,"",NA,"",5,0,5,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"891",NA,"SGW","",NA,"","SR30N",NA,NA,5,12,"2022","","irig","Isophyllia rigida",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"892",NA,"SGW","",NA,"","SR30N",NA,NA,5,12,"2022","","pstr","Pseudodiploria strigosa",3,0,0,0,0,2,1,0,"",NA,"",2,1,3,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"893",NA,"SGW","",NA,"","SR30N",NA,NA,5,12,"2022","","cnat","Colpophyllia natans",1,0,0,0,0,0,0,1,"",NA,"",0,1,1,2022-12-05,"SR30N_Dec2022","Dec2022","Dec2022"
"894",NA,"LH","",NA,"","South Reef Central",NA,NA,12,12,"2022","","aaga","Agaricia agaricites",29,1,0,16,9,3,0,0,"",NA,"",28,0,28,2022-12-12,"South Reef Central_Dec2022","Dec2022","Dec2022"
"895",NA,"LH","",NA,"","South Reef Central",NA,NA,12,12,"2022","","aten","Agaricia tenuifolia",31,0,2,14,8,5,2,0,"",NA,"",29,2,31,2022-12-12,"South Reef Central_Dec2022","Dec2022","Dec2022"
"896",NA,"LH","",NA,"","South Reef Central",NA,NA,12,12,"2022","","hcuc","Helioseris cucullata",2,0,0,2,0,0,0,0,"",NA,"",2,0,2,2022-12-12,"South Reef Central_Dec2022","Dec2022","Dec2022"
"897",NA,"LH","",NA,"","South Reef Central",NA,NA,12,12,"2022","","mdec","Madracis decactis",2,0,1,1,0,0,0,0,"",NA,"",2,0,2,2022-12-12,"South Reef Central_Dec2022","Dec2022","Dec2022"
"898",NA,"LH","",NA,"","South Reef Central",NA,NA,12,12,"2022","","mcav","Montastraea cavernosa",6,0,0,2,4,0,0,0,"",NA,"",6,0,6,2022-12-12,"South Reef Central_Dec2022","Dec2022","Dec2022"
"899",NA,"LH","",NA,"","South Reef Central",NA,NA,12,12,"2022","","orbi","Orbicella spp.",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2022-12-12,"South Reef Central_Dec2022","Dec2022","Dec2022"
"900",NA,"LH","",NA,"","South Reef Central",NA,NA,12,12,"2022","","past","Porites astreoides",36,3,1,16,13,3,0,0,"",NA,"",33,0,33,2022-12-12,"South Reef Central_Dec2022","Dec2022","Dec2022"
"901",NA,"LH","",NA,"","South Reef Central",NA,NA,12,12,"2022","","ppor","Porites porites",16,1,1,10,2,2,0,0,"",NA,"",15,0,15,2022-12-12,"South Reef Central_Dec2022","Dec2022","Dec2022"
"902",NA,"LH","",NA,"","South Reef Central",NA,NA,12,12,"2022","","ssid","Siderastrea siderea",14,3,4,1,5,1,0,0,"",NA,"",11,0,11,2022-12-12,"South Reef Central_Dec2022","Dec2022","Dec2022"
"903",NA,"LH","",NA,"","South Reef Central",NA,NA,12,12,"2022","","sint","Stephanocoenia intersepta",3,0,0,0,3,0,0,0,"",NA,"",3,0,3,2022-12-12,"South Reef Central_Dec2022","Dec2022","Dec2022"
"904",NA,"LH","",NA,"","South Reef Central",NA,NA,12,12,"2022","","pstr","Pseudodiploria strigosa",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2022-12-12,"South Reef Central_Dec2022","Dec2022","Dec2022"
"905",NA,"LH","",NA,"","South Reef Central",NA,NA,12,12,"2022","","scub","Scolymia cubensis",1,1,0,0,0,0,0,0,"",NA,"",0,0,0,2022-12-12,"South Reef Central_Dec2022","Dec2022","Dec2022"
"906",NA,"SJ","",NA,"","House Reef",NA,NA,9,12,"2022","","aaga","Agaricia agaricites",34,7,0,13,12,2,0,0,"",NA,"",27,0,27,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"907",NA,"SJ","",NA,"","House Reef",NA,NA,9,12,"2022","","aten","Agaricia tenuifolia",17,0,4,2,6,3,2,0,"",NA,"",15,2,17,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"908",NA,"SJ","",NA,"","House Reef",NA,NA,9,12,"2022","","orbi","Orbicella spp.",13,0,0,2,7,4,0,0,"",NA,"",13,0,13,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"909",NA,"SJ","",NA,"","House Reef",NA,NA,9,12,"2022","","past","Porites astreoides",11,7,0,3,1,0,0,0,"",NA,"",4,0,4,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"910",NA,"SJ","",NA,"","House Reef",NA,NA,9,12,"2022","","ppor","Porites porites",3,0,1,1,0,0,1,0,"",NA,"",2,1,3,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"911",NA,"SJ","",NA,"","House Reef",NA,NA,9,12,"2022","","ssid","Siderastrea siderea",4,1,1,0,0,2,0,0,"",NA,"",3,0,3,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"912",NA,"SJ","",NA,"","House Reef",NA,NA,9,12,"2022","","srad","Siderastrea radians",46,24,0,21,1,0,0,0,"",NA,"",22,0,22,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"913",NA,"SJ","",NA,"","House Reef",NA,NA,9,12,"2022","","sint","Stephanocoenia intersepta",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"914",NA,"SJ","",NA,"","House Reef",NA,NA,9,12,"2022","","pstr","Pseudodiploria strigosa",5,0,0,0,4,1,0,0,"",NA,"",5,0,5,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"915",NA,"LH","",NA,"","House Reef",NA,NA,9,12,"2022","","aaga","Agaricia agaricites",92,5,0,42,37,7,1,0,"",NA,"",86,1,87,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"916",NA,"LH","",NA,"","House Reef",NA,NA,9,12,"2022","","aten","Agaricia tenuifolia",19,0,2,9,4,4,0,0,"",NA,"",19,0,19,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"917",NA,"LH","",NA,"","House Reef",NA,NA,9,12,"2022","","mcav","Montastraea cavernosa",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"918",NA,"LH","",NA,"","House Reef",NA,NA,9,12,"2022","","orbi","Orbicella spp.",10,0,0,3,3,4,0,0,"",NA,"",10,0,10,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"919",NA,"LH","",NA,"","House Reef",NA,NA,9,12,"2022","","past","Porites astreoides",19,5,0,8,4,2,0,0,"",NA,"",14,0,14,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"920",NA,"LH","",NA,"","House Reef",NA,NA,9,12,"2022","","ppor","Porites porites",8,0,1,4,2,1,0,0,"",NA,"",8,0,8,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"921",NA,"LH","",NA,"","House Reef",NA,NA,9,12,"2022","","ssid","Siderastrea siderea",25,2,0,9,3,7,3,1,"",NA,"",19,4,23,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"922",NA,"LH","",NA,"","House Reef",NA,NA,9,12,"2022","","srad","Siderastrea radians",64,18,6,33,7,0,0,0,"",NA,"",46,0,46,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"923",NA,"LH","",NA,"","House Reef",NA,NA,9,12,"2022","","sint","Stephanocoenia intersepta",3,0,0,0,0,3,0,0,"",NA,"",3,0,3,2022-12-09,"House Reef_Dec2022","Dec2022","Dec2022"
"924",NA,"LH","",NA,"","CBC Central",NA,NA,7,12,"2022","","aaga","Agaricia agaricites",74,4,2,37,23,8,0,0,"",NA,"",70,0,70,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
"925",NA,"LH","",NA,"","CBC Central",NA,NA,7,12,"2022","","aten","Agaricia tenuifolia",17,0,0,2,8,5,2,0,"",NA,"",15,2,17,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
"926",NA,"LH","",NA,"","CBC Central",NA,NA,7,12,"2022","","mdec","Madracis decactis",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
"927",NA,"LH","",NA,"","CBC Central",NA,NA,7,12,"2022","","orbi","Orbicella spp.",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
"928",NA,"LH","",NA,"","CBC Central",NA,NA,7,12,"2022","","past","Porites astreoides",48,3,2,14,21,7,1,0,"",NA,"",44,1,45,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
"929",NA,"LH","",NA,"","CBC Central",NA,NA,7,12,"2022","","ppor","Porites porites",27,0,1,5,12,9,0,0,"",NA,"",27,0,27,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
"930",NA,"LH","",NA,"","CBC Central",NA,NA,7,12,"2022","","ssid","Siderastrea siderea",43,9,2,14,12,6,0,0,"",NA,"",34,0,34,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
"931",NA,"LH","",NA,"","CBC Central",NA,NA,7,12,"2022","","srad","Siderastrea radians",3,1,0,2,0,0,0,0,"",NA,"",2,0,2,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
"932",NA,"LH","",NA,"","CBC Central",NA,NA,7,12,"2022","","sint","Stephanocoenia intersepta",1,0,0,0,0,1,0,0,"",NA,"",1,0,1,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
"933",NA,"SJ","",NA,"","CBC Central",NA,NA,7,12,"2022","","aaga","Agaricia agaricites",65,9,6,34,15,1,0,0,"",NA,"",56,0,56,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
"934",NA,"SJ","",NA,"","CBC Central",NA,NA,7,12,"2022","","aten","Agaricia tenuifolia",53,0,4,28,14,7,0,0,"",NA,"",53,0,53,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
"935",NA,"SJ","",NA,"","CBC Central",NA,NA,7,12,"2022","","hcuc","Helioseris cucullata",1,0,0,1,0,0,0,0,"",NA,"",1,0,1,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
"936",NA,"SJ","",NA,"","CBC Central",NA,NA,7,12,"2022","","mdec","Madracis decactis",2,0,0,1,1,0,0,0,"",NA,"",2,0,2,2022-12-07,"CBC Central_Dec2022","Dec2022","Dec2022"
